cp_norm(drive),NOx,HC,CO,PM,PN,NO
[-],[g/h],[g/h],[g/h],[g/h],[#/h],[g/h]
Pdrive (Engine)= 36.78777,Extrapolation: Pe: -1.5 - -0.5; 2 - 6
idle,5.977969,1.689221,6.65697,0.6953425,2.094368E+15,5.499737
-1.5,0,0,0,0,0,0
-1.25,0,0,0,0,0,0
-1,0,0,0,0,0,0
-0.75,0,0,0,0,0,0
-0.5,0,0,0,0,0,0
-0.25,10.01016,8.005325,23.88986,8.173277,7.331251E+15,9.209352
0,22.8519,9.473236,33.27216,9.75786,8.183543E+15,21.02375
0.25,54.69028,12.07179,49.04469,14.14838,1.121694E+16,50.31503
0.5,93.71024,10.91812,40.44831,17.60663,1.303897E+16,86.21342
0.75,140.5541,10.62952,39.08274,19.39527,1.383889E+16,129.3098
1,208.5091,11.25733,43.74933,23.96342,1.382755E+16,191.8284
1.25,304.117,12.13977,59.42354,28.82856,1.496714E+16,279.7877
1.5,359.5363,13.66429,90.14883,33.91558,1.720538E+16,330.7734
1.75,403.9505,15.08024,110.8703,37.53693,1.898295E+16,371.6342
2,461.6577,17.23456,126.7089,42.89935,2.16948E+16,424.7249
2.25,519.3649,19.38888,142.5475,48.26177,2.440665E+16,477.8155
2.5,577.0721,21.5432,158.3861,53.62419,2.711849E+16,530.9061
2.75,634.7793,23.69752,174.2247,58.98661,2.983034E+16,583.9967
3,692.4865,25.85184,190.0634,64.34902,3.254219E+16,637.0873
3.25,750.1937,28.00616,205.902,69.71144,3.525404E+16,690.178
3.5,807.9009,30.16048,221.7406,75.07386,3.796589E+16,743.2686
3.75,865.6082,32.3148,237.5792,80.43628,4.067774E+16,796.3593
4,923.3154,34.46912,253.4178,85.7987,4.338959E+16,849.4499
4.25,981.0226,36.62344,269.2564,91.16112,4.610144E+16,902.5405
4.5,1038.73,38.77776,285.095,96.52354,4.88133E+16,955.6312
4.75,1096.437,40.93208,300.9337,101.886,5.152515E+16,1008.722
5,1154.144,43.0864,316.7723,107.2484,5.4237E+16,1061.812
5.25,1211.851,45.24072,332.6109,112.6108,5.694885E+16,1114.903
5.5,1269.558,47.39503,348.4495,117.9732,5.96607E+16,1167.994
5.75,1327.266,49.54935,364.2881,123.3356,6.237255E+16,1221.084
6,1384.973,51.70367,380.1268,128.698,6.50844E+16,1274.175
