cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 20.04099,Extrapolation: Pe: 1
idle,10.82385
-0.2,19.49269
-0.1,16.42847
0,31.67596
0.1,47.06657
0.2,66.5575
0.3,89.50828
0.4,113.3378
0.5,134.8662
0.6,160.9928
0.7,191.9097
0.8000001,217.8079
0.9000001,240.5086
1,267.2318
