cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 28.36258,
idle,4.832666
-0.2,21.51043
-0.1,12.70134
0,29.29015
0.1,52.05628
0.2,69.88982
0.3,93.06592
0.4,117.4375
0.5,138.3955
0.6,161.4868
0.7,184.5402
0.8000001,204.7489
0.9000001,236.0444
1,241.5613
