cp_norm(rated),FC
[-],[g/h/kWrated]
Pdrive (Engine)= 241.4962,Extrapolation: Pe: -0.2
idle,18.81623
-0.2,0
-0.1,3.967909
0,14.04915
0.1,31.25649
0.2,48.74445
0.3,68.31889
0.4,89.09617
0.5,106.9694
0.6,126.0699
0.7,141.3662
0.8000001,160.5421
0.9000001,179.4439
1,192.0963
