cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 22.80456,Extrapolation: Pe: 0.9000001 - 1
idle,3.0611
-0.2,2.561255
-0.1,7.929246
0,15.34456
0.1,30.9592
0.2,49.75149
0.3,68.77506
0.4,90.25661
0.5,107.9744
0.6,125.9831
0.7,148.1661
0.8000001,167.5406
0.9000001,188.4832
1,209.4257
