cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 28.12551,
idle,4.693443
-0.2,20.88922
-0.1,12.36896
0,29.38999
0.1,50.55957
0.2,68.21783
0.3,89.93217
0.4,114.5325
0.5,137.137
0.6,154.9765
0.7,177.9643
0.8000001,202.7195
0.9000001,226.888
1,234.9081
