cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 20.38968,
idle,5.761657
-0.2,6.350492
-0.1,18.02931
0,26.82204
0.1,44.88698
0.2,60.4198
0.3,77.86684
0.4,95.14076
0.5,110.147
0.6,127.2273
0.7,139.9874
0.8000001,159.7429
0.9000001,176.9346
1,184.402
