cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 22.08123,
idle,0
-0.2,0
-0.1,0.03956613
0,5.035981
0.1,38.35913
0.2,68.07503
0.3,82.38502
0.4,103.8629
0.5,122.529
0.6,153.2369
0.7,176.5854
0.8000001,200.1936
0.9000001,232.925
1,288.0303
