cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 22.77612,Extrapolation: Pe: 1
idle,10.82371
-0.2,19.49269
-0.1,16.4758
0,31.6083
0.1,47.17818
0.2,66.57578
0.3,90.46685
0.4,113.1469
0.5,134.1174
0.6,160.9036
0.7,188.4373
0.8000001,216.8097
0.9000001,239.7517
1,266.3908
