cp_norm(drive),NOx,HC,CO,PM,PN,NO
[-],[g/h],[g/h],[g/h],[g/h],[#/h],[g/h]
Pdrive (Engine)= 20.43988,Extrapolation: Pe: -1.5 - -0.75; 3.25 - 6
idle,3.687982,0.1110084,0.3262776,0.1416908,3.741647E+14,2.02839
-1.5,0,0,0,0,0,0
-1.25,0,0,0,0,0,0
-1,0,0,0,0,0,0
-0.75,0,0,0,0,0,0
-0.5,18.01048,0.4809742,1.367972,1.706854,2.375583E+15,9.905762
-0.25,12.06677,0.3957012,1.248115,1.187929,1.956216E+15,6.636724
0,24.13114,0.4801211,1.284611,1.398784,2.172984E+15,13.27213
0.25,47.37782,0.6337891,1.640821,1.781518,2.872586E+15,26.0578
0.5,59.5492,0.6775059,1.875934,1.956729,3.132571E+15,32.75204
0.75,89.02827,0.7655419,2.385103,2.492478,3.514829E+15,48.96551
1,116.7074,0.8644106,2.221757,2.679197,3.703131E+15,64.18906
1.25,141.9878,0.9911425,2.409043,2.592042,3.812753E+15,78.09332
1.5,175.3649,1.079382,3.541204,2.557127,3.909943E+15,96.45068
1.75,202.272,1.16897,2.923563,3.069534,4.347982E+15,111.2496
2,229.4294,1.106957,3.464722,3.414119,3.853869E+15,126.1862
2.25,241.6098,1.169771,2.90291,3.772355,4.122219E+15,132.8854
2.5,282.4453,1.311172,2.992606,4.147498,4.628689E+15,155.3449
2.75,297.9464,1.38275,3.160223,4.488855,4.969379E+15,163.8705
3,308.6873,1.427646,3.26902,4.653292,5.173024E+15,169.778
3.25,334.4112,1.546617,3.541438,5.041067,5.604109E+15,183.9262
3.5,360.1351,1.665587,3.813856,5.428841,6.035195E+15,198.0743
3.75,385.8591,1.784558,4.086275,5.816616,6.46628E+15,212.2225
4,411.583,1.903528,4.358693,6.20439,6.897365E+15,226.3707
4.25,437.3069,2.022499,4.631112,6.592165,7.328451E+15,240.5188
4.5,463.0309,2.141469,4.90353,6.979939,7.759536E+15,254.667
4.75,488.7548,2.260439,5.175949,7.367713,8.190621E+15,268.8152
5,514.4788,2.37941,5.448367,7.755488,8.621707E+15,282.9633
5.25,540.2027,2.49838,5.720786,8.143262,9.052792E+15,297.1115
5.5,565.9266,2.617351,5.993204,8.531036,9.483878E+15,311.2596
5.75,591.6506,2.736321,6.265623,8.918811,9.914964E+15,325.4078
6,617.3745,2.855291,6.538041,9.306585,1.034605E+16,339.556
