cp_norm(drive),NOx,HC,CO,PM,PN,NO
[-],[g/h],[g/h],[g/h],[g/h],[#/h],[g/h]
Pdrive (Engine)= 19.37728,Extrapolation: Pe: -1.5 - -1.25; 2.75 - 6
idle,4.883771,0.9401913,2.151608,0.5817984,4.34031E+14,4.493069
-1.5,0,0,0,0,0,0
-1.25,0,0,0,0,0,0
-1,1.401269,0.8882576,3.932765,2.314012,1.256286E+15,1.289168
-0.75,0.8178666,0.5758294,1.740544,0.6898414,4.898061E+14,0.7524372
-0.5,2.723425,1.587559,5.195583,1.933561,1.350374E+15,2.505551
-0.25,5.592091,2.389967,8.971559,3.052687,1.902562E+15,5.144724
0,9.926531,2.660965,11.28326,3.403159,2.037607E+15,9.132404
0.25,21.33982,3.655806,18.53386,4.3883,2.762138E+15,19.63264
0.5,35.04126,4.119029,26.91934,5.770558,3.412739E+15,32.23798
0.75,54.53078,4.03479,25.93719,8.942623,4.502683E+15,50.16836
1,79.49229,4.251584,29.81154,12.09421,5.122392E+15,73.13289
1.25,108.1094,4.46096,31.08824,15.68279,5.994423E+15,99.46057
1.5,137.8497,4.665518,31.97927,16.5662,6.227981E+15,126.8217
1.75,175.3876,4.463573,31.88787,21.45156,7.540809E+15,161.3566
2,210.1159,5.266613,41.50841,22.24837,6.683579E+15,193.3066
2.25,224.2084,5.607983,46.51925,22.38953,7.709827E+15,206.2717
2.5,255.3183,5.606981,59.88635,26.55251,9.145379E+15,234.8928
2.75,280.8501,6.167679,65.87498,29.20776,1.005992E+16,258.3821
3,306.3819,6.728377,71.86362,31.86301,1.097446E+16,281.8714
3.25,331.9137,7.289075,77.85225,34.51826,1.188899E+16,305.3607
3.5,357.4456,7.849773,83.84088,37.17351,1.280353E+16,328.8499
3.75,382.9774,8.410471,89.82951,39.82876,1.371807E+16,352.3392
4,408.5092,8.971169,95.81815,42.48401,1.463261E+16,375.8285
4.25,434.041,9.531868,101.8068,45.13926,1.554715E+16,399.3178
4.5,459.5729,10.09257,107.7954,47.79451,1.646168E+16,422.8071
4.75,485.1047,10.65326,113.784,50.44976,1.737622E+16,446.2964
5,510.6365,11.21396,119.7727,53.10501,1.829076E+16,469.7857
5.25,536.1683,11.77466,125.7613,55.76027,1.92053E+16,493.275
5.5,561.7001,12.33536,131.7499,58.41552,2.011984E+16,516.7642
5.75,587.2319,12.89606,137.7386,61.07077,2.103437E+16,540.2535
6,612.7637,13.45676,143.7272,63.72602,2.194891E+16,563.7427
