cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 18.86038,Extrapolation: Pe: 0.9000001 - 1
idle,8.301648
-0.2,2.152182
-0.1,8.243508
0,18.93614
0.1,41.81154
0.2,66.90271
0.3,98.12319
0.4,132.2864
0.5,157.9657
0.6,183.664
0.7,210.0555
0.8000001,241.7036
0.9000001,271.9165
1,302.1295
