cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 30.51874,Extrapolation: Pe: 1
idle,15.31249
-0.2,15.95343
-0.1,17.93139
0,31.4383
0.1,47.3987
0.2,63.48384
0.3,83.06742
0.4,105.2703
0.5,134.0506
0.6,162.1251
0.7,205.807
0.8000001,240.2285
0.9000001,264.2227
1,293.5808
