cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 33.04147,Extrapolation: Pe: 1
idle,9.434722
-0.2,16.39917
-0.1,13.53732
0,29.83131
0.1,49.36352
0.2,68.63165
0.3,95.08412
0.4,122.1809
0.5,144.2898
0.6,176.2297
0.7,204.1175
0.8000001,220.3029
0.9000001,240.7007
1,267.4453
