cp_norm(rated),FC
[-],[g/h/kWrated]
Pdrive (Engine)= 156.5131,Extrapolation: Pe: -0.2
idle,5.095053
-0.2,0
-0.1,0.01666561
0,4.824467
0.1,26.84726
0.2,44.65414
0.3,66.63095
0.4,88.23778
0.5,109.5364
0.6,132.3063
0.7,151.2774
0.8000001,174.0061
0.9000001,192.7952
1,207.5159
