cp_norm(drive),NOx,HC,CO,PM,PN,NO
[-],[g/h],[g/h],[g/h],[g/h],[#/h],[g/h]
Pdrive (Engine)= 36.55659,Extrapolation: Pe: -1.5 - -0.75; 2.25 - 6
idle,5.757639,0.6433509,2.136843,0.5996815,1.631675E+15,5.124289
-1.5,0,0,0,0,0,0
-1.25,0,0,0,0,0,0
-1,0,0,0,0,0,0
-0.75,0,0,0,0,0,0
-0.5,14.86592,4.735855,10.52601,6.780088,5.416665E+15,13.23067
-0.25,9.369894,3.01957,7.530744,5.247886,5.649415E+15,8.339205
0,22.14951,3.63919,10.76337,6.220603,6.435343E+15,19.71306
0.25,50.54433,4.648039,15.76099,7.859153,8.683615E+15,44.98446
0.5,84.58648,4.190417,13.50006,10.11601,9.999345E+15,75.28194
0.75,125.107,4.056753,12.31562,11.23328,1.07548E+16,111.3452
1,181.088,4.34455,13.66052,11.91047,1.098084E+16,161.1683
1.25,267.2896,4.57819,17.61119,14.1437,1.166474E+16,237.8877
1.5,322.0847,5.069334,24.95619,16.82997,1.318091E+16,286.6553
1.75,366.6547,5.439672,32.9377,18.69662,1.387299E+16,326.3228
2,400.2307,5.964463,36.12246,20.41436,1.505405E+16,356.2054
2.25,450.2595,6.710021,40.63776,22.96616,1.693581E+16,400.731
2.5,500.2884,7.455578,45.15307,25.51795,1.881756E+16,445.2567
2.75,550.3172,8.201137,49.66838,28.06975,2.069932E+16,489.7824
3,600.346,8.946694,54.18369,30.62155,2.258107E+16,534.308
3.25,650.3748,9.692252,58.699,33.17334,2.446283E+16,578.8337
3.5,700.4036,10.43781,63.21431,35.72514,2.634459E+16,623.3594
3.75,750.4324,11.18337,67.72961,38.27693,2.822634E+16,667.8851
4,800.4612,11.92893,72.24492,40.82873,3.01081E+16,712.4108
4.25,850.4901,12.67448,76.76022,43.38052,3.198985E+16,756.9365
4.5,900.5189,13.42004,81.27553,45.93232,3.387161E+16,801.4622
4.75,950.5477,14.1656,85.79083,48.48412,3.575337E+16,845.9879
5,1000.576,14.91116,90.30614,51.03591,3.763512E+16,890.5136
5.25,1050.605,15.65671,94.82144,53.58771,3.951688E+16,935.0393
5.5,1100.634,16.40227,99.33675,56.1395,4.139863E+16,979.565
5.75,1150.663,17.14783,103.8521,58.6913,4.328039E+16,1024.091
6,1200.692,17.89339,108.3674,61.2431,4.516214E+16,1068.616
