cp_norm(drive),NOx,HC,CO,PM,PN,NO
[-],[g/h],[g/h],[g/h],[g/h],[#/h],[g/h]
Pdrive (Engine)= 30.51874,Extrapolation: Pe: -1.5 - -0.75; 2.75 - 6
idle,0.8365095,42.50916,354.2499,0.00955681,4.618948E+12,0.7863155
-1.5,0,0,0,0,0,0
-1.25,0,0,0,0,0,0
-1,0,0,0,0,0,0
-0.75,0,0,0,0,0,0
-0.5,0.9231322,41.32419,414.1892,0.8064508,6.588028E+13,0.8677442
-0.25,1.708054,41.71419,543.2535,0.2988763,3.831322E+13,1.605571
0,7.027469,54.91912,617.4486,0.4371811,4.725108E+13,6.605824
0.25,67.08257,70.01288,801.5784,0.558564,8.264916E+13,63.05761
0.5,166.1412,94.78976,1060.542,0.5934594,9.139992E+13,156.1727
0.75,273.6672,111.0808,1284.083,0.9975928,1.517645E+14,257.2472
1,424.6626,111.2487,1397.965,2.026852,2.921898E+14,399.1828
1.25,548.8832,155.6837,2253.17,3.317492,5.276584E+14,515.95
1.5,583.3202,214.2272,3917.065,5.233068,9.098686E+14,548.3211
1.75,556.7141,228.3098,6366.908,8.319934,1.280621E+15,523.3113
2,325.5878,294.7747,12203.33,21.0609,1.868565E+15,306.0525
2.25,224.2919,330.354,15841.24,21.79238,2.369867E+15,210.8344
2.5,231.9596,353.9486,17614.32,34.06269,2.204589E+15,218.042
2.75,255.1555,389.3435,19375.75,37.46896,2.425048E+15,239.8462
3,278.3515,424.7383,21137.18,40.87523,2.645507E+15,261.6504
3.25,301.5474,460.1332,22898.61,44.2815,2.865966E+15,283.4546
3.5,324.7434,495.5281,24660.04,47.68777,3.086424E+15,305.2588
3.75,347.9393,530.9229,26421.47,51.09404,3.306883E+15,327.063
4,371.1353,566.3177,28182.91,54.50031,3.527342E+15,348.8672
4.25,394.3312,601.7126,29944.34,57.90657,3.747801E+15,370.6714
4.5,417.5272,637.1074,31705.77,61.31284,3.96826E+15,392.4756
4.75,440.7231,672.5023,33467.2,64.71912,4.188718E+15,414.2798
5,463.9191,707.8971,35228.64,68.12539,4.409177E+15,436.084
5.25,487.1151,743.2919,36990.07,71.53166,4.629636E+15,457.8882
5.5,510.311,778.6868,38751.5,74.93793,4.850095E+15,479.6924
5.75,533.507,814.0816,40512.94,78.34421,5.070554E+15,501.4966
6,556.7029,849.4764,42274.37,81.75048,5.291013E+15,523.3008
