cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 36.18024,
idle,5.819105
-0.2,16.39713
-0.1,15.9523
0,29.03843
0.1,44.95379
0.2,60.13086
0.3,78.68143
0.4,94.56701
0.5,112.7838
0.6,128.649
0.7,144.7937
0.8000001,157.5375
0.9000001,179.0835
1,187.3023
