cp_norm(rated),FC
[-],[g/h/kWrated]
Pdrive (Engine)= 232.7226,Extrapolation: Pe: -0.2
idle,5.47245825
-0.2,0
-0.1,0.006097868
0,5.32159475
0.1,28.2843325
0.2,47.1249675
0.3,63.50474
0.4,84.1358
0.5,104.482325
0.6,123.7875
0.7,145.385975
0.8000001,164.83065
0.9000001,188.796225
1,197.366
