cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 18.68047,Extrapolation: Pe: 0.9000001 - 1
idle,2.68436
-0.2,6.218486
-0.1,13.16531
0,19.77525
0.1,35.24327
0.2,56.4332
0.3,79.90281
0.4,101.6199
0.5,119.4907
0.6,142.7359
0.7,158.9541
0.8000001,175.5828
0.9000001,197.5307
1,219.4786
