cp_norm(rated),FC
[-],[g/h/kWrated]
Pdrive (Engine)= 116.482,Extrapolation: Pe: -0.2; 1
idle,13.0817
-0.2,0
-0.1,2.801537
0,10.27889
0.1,35.68517
0.2,52.32127
0.3,69.55056
0.4,88.48634
0.5,106.7284
0.6,125.3311
0.7,144.3621
0.8000001,166.2648
0.9000001,188.8318
1,209.8131
