cp_norm(drive),NOx,HC,CO,PM,PN,NO
[-],[g/h],[g/h],[g/h],[g/h],[#/h],[g/h]
Pdrive (Engine)= 33.62555,Extrapolation: Pe: -1.5 - -0.75; 3 - 6
idle,0.2271728,0.09057709,5.035884,0.0009059364,5.340332E+12,0.213541
-1.5,0,0,0,0,0,0
-1.25,0,0,0,0,0,0
-1,0,0,0,0,0,0
-0.75,0,0,0,0,0,0
-0.5,1.463278,0.5998393,97.27152,0.3695454,7.20705E+13,1.375481
-0.25,0.7822236,0.3906015,36.06587,0.1143819,4.138654E+13,0.7352904
0,1.45119,0.3996435,51.11615,0.1727349,4.836544E+13,1.36412
0.25,2.961567,0.5217498,58.05813,0.1816158,8.708779E+13,2.783872
0.5,4.619804,0.7015857,59.48502,0.2104422,1.043632E+14,4.342617
0.75,5.486273,1.345737,123.8808,0.4383284,1.604396E+14,5.157097
1,5.704963,2.339274,223.2148,0.7703226,2.800807E+14,5.362667
1.25,7.05452,3.369227,351.3209,1.08695,5.488257E+14,6.63125
1.5,7.64306,5.08172,649.4,1.689494,9.5197E+14,7.184474
1.75,10.08007,7.657103,1222.685,3.006518,1.475318E+15,9.475269
2,12.11874,10.99274,2588.087,5.526689,1.911698E+15,11.39162
2.25,10.55309,15.79898,3670.285,7.431974,2.647652E+15,9.919905
2.5,10.75742,19.40992,4753.878,10.76018,2.564888E+15,10.11198
2.75,10.86203,22.55965,5343.487,11.16683,2.958191E+15,10.21031
3,11.84949,24.61053,5829.259,12.18199,3.227117E+15,11.13852
3.25,12.83695,26.66141,6315.03,13.19716,3.496044E+15,12.06673
3.5,13.8244,28.71229,6800.802,14.21233,3.76497E+15,12.99494
3.75,14.81186,30.76317,7286.573,15.22749,4.033897E+15,13.92315
4,15.79932,32.81404,7772.345,16.24266,4.302823E+15,14.85136
4.25,16.78678,34.86492,8258.116,17.25782,4.571749E+15,15.77957
4.5,17.77423,36.9158,8743.888,18.27299,4.840676E+15,16.70778
4.75,18.76169,38.96667,9229.659,19.28815,5.109603E+15,17.63599
5,19.74915,41.01755,9715.431,20.30332,5.37853E+15,18.5642
5.25,20.7366,43.06843,10201.2,21.31849,5.647456E+15,19.49241
5.5,21.72406,45.1193,10686.97,22.33365,5.916383E+15,20.42062
5.75,22.71152,47.17018,11172.75,23.34882,6.18531E+15,21.34883
6,23.69898,49.22106,11658.52,24.36398,6.454236E+15,22.27704
