cp_norm(rated),NOx,HC,CO,PM,PN,NO
[-],[g/h]norm,[g/h]norm,[g/h]norm,[g/h]norm,[#/h]norm,[g/h]norm
Pdrive (Engine)= 232.3532,Extrapolation: Pe: -0.2; 1
idle,0.007499792,0.002365924,0.002977925,0.0003924851,6.628586E+09,0.004762589
-0.2,0,0,0,0,0,0
-0.1,4.892875E-07,0.0001390836,6.858856E-08,3.555958E-10,19575.01,3.104717E-07
0,0.007519326,0.002053102,0.006565644,0.0002588869,4.350714E+09,0.004774337
0.1,0.03610937,0.006403693,0.03377612,0.000751211,1.027787E+10,0.02292099
0.2,0.04932607,0.007360372,0.04622995,0.0008990424,1.092906E+10,0.03131514
0.3,0.05708436,0.007197043,0.05972681,0.001062046,1.328287E+10,0.03625391
0.4,0.07014773,0.00791574,0.03535679,0.001248779,1.584146E+10,0.04454521
0.5,0.08305241,0.00877368,0.02234087,0.001331997,1.592381E+10,0.05274488
0.6,0.09096747,0.01004064,0.02142393,0.001311346,1.460947E+10,0.05778135
0.7,0.09959864,0.01114598,0.02230243,0.001420757,1.586359E+10,0.06326006
0.8000001,0.08428785,0.01083676,0.026276,0.001528402,1.848623E+10,0.05353126
0.9000001,0.08587081,0.0105101,0.02849751,0.001572967,1.979791E+10,0.05453606
1,0.09541202,0.01167789,0.0316639,0.001747741,2.199768E+10,0.06059562
