cp_norm(drive),NOx,HC,CO,PM,PN,NO
[-],[g/h],[g/h],[g/h],[g/h],[#/h],[g/h]
Pdrive (Engine)= 22.68751,Extrapolation: Pe: -1.5 - -0.75; 3 - 6
idle,0.05595603,0.06197368,3.342254,0.0006198565,3.650456E+12,0.05259893
-1.5,0,0,0,0,0,0
-1.25,0,0,0,0,0,0
-1,0,0,0,0,0,0
-0.75,0,0,0,0,0,0
-0.5,0.3437026,0.456241,69.83048,0.2614284,5.405406E+13,0.3230805
-0.25,0.2610097,0.394703,42.42476,0.1234284,3.24996E+13,0.2453491
0,0.3982893,0.3772554,53.91989,0.1546399,4.019996E+13,0.3743919
0.25,0.7850813,0.557322,80.23115,0.2173034,8.301904E+13,0.7379761
0.5,1.003931,0.8832917,121.4107,0.3001727,9.485543E+13,0.9436954
0.75,1.176879,1.480521,185.8767,0.4035575,1.142496E+14,1.106266
1,1.482295,2.246686,304.8989,0.513922,1.633367E+14,1.393358
1.25,1.644963,3.007608,355.7178,0.7237959,3.317571E+14,1.546265
1.5,1.944718,3.926842,568.2096,1.129293,5.947094E+14,1.828036
1.75,2.512088,5.139633,836.4119,2.057127,9.098046E+14,2.361362
2,2.976696,7.292476,1533.565,3.486006,1.203405E+15,2.798095
2.25,2.636997,10.39432,2325.389,4.762307,1.810438E+15,2.478777
2.5,2.646307,12.60601,2993.679,7.146553,1.768279E+15,2.487529
2.75,2.925822,14.40121,3277.803,5.680846,2.056385E+15,2.750273
3,3.191806,15.71041,3575.785,6.197286,2.243329E+15,3.000298
3.25,3.45779,17.01961,3873.767,6.713727,2.430273E+15,3.250322
3.5,3.723773,18.32881,4171.75,7.230167,2.617218E+15,3.500347
3.75,3.989757,19.63801,4469.731,7.746607,2.804162E+15,3.750372
4,4.255741,20.94721,4767.713,8.263048,2.991106E+15,4.000397
4.25,4.521725,22.25641,5065.695,8.779489,3.17805E+15,4.250422
4.5,4.787708,23.56561,5363.677,9.295929,3.364994E+15,4.500446
4.75,5.053692,24.87481,5661.659,9.812369,3.551938E+15,4.750471
5,5.319675,26.18401,5959.641,10.32881,3.738882E+15,5.000496
5.25,5.585659,27.49321,6257.623,10.84525,3.925826E+15,5.250521
5.5,5.851643,28.80241,6555.605,11.36169,4.11277E+15,5.500546
5.75,6.117626,30.11161,6853.587,11.87813,4.299714E+15,5.75057
6,6.38361,31.42081,7151.569,12.39457,4.486658E+15,6.000595
