cp_norm(rated),FC
[-],[g/h/kWrated]
Pdrive (Engine)= 156.1864,Extrapolation: Pe: -0.2
idle,17.60795
-0.2,0
-0.1,4.761273
0,12.3449
0.1,31.48869
0.2,49.20054
0.3,67.47871
0.4,86.85168
0.5,107.1337
0.6,130.2211
0.7,146.5012
0.8000001,162.2702
0.9000001,180.2061
1,202.0522
