cp_norm(drive),NOx,HC,CO,PM,PN,NO
[-],[g/h],[g/h],[g/h],[g/h],[#/h],[g/h]
Pdrive (Engine)= 36.07858,Extrapolation: Pe: -1.5 - -1; 2.75 - 6
idle,3.851833,0.002210269,0.00120773,0.01795074,2.560139E+11,2.503696
-1.5,0,0,0,0,0,0
-1.25,0,0,0,0,0,0
-1,0,0,0,0,0,0
-0.75,2.511011,0.002998979,0.001956905,0.01881642,3.113E+11,1.632157
-0.5,5.146013,0.004109032,0.002872235,0.03689076,5.256539E+11,3.344908
-0.25,16.0049,0.008684242,0.00480102,0.09462419,1.511902E+12,10.40318
0,24.51251,0.009393466,0.004688246,0.1016991,1.945362E+12,15.93313
0.25,50.26862,0.0126186,0.006292822,0.1235572,3.40075E+12,32.67458
0.5,68.54798,0.01368672,0.00814977,0.1250712,3.4625E+12,44.55618
0.75,107.6277,0.01598057,0.01016904,0.1525416,3.421672E+12,69.95805
1,133.2361,0.01787292,0.008486294,0.1598366,3.453924E+12,86.60345
1.25,174.2084,0.02081599,0.01093626,0.2048098,5.302529E+12,113.2354
1.5,212.9578,0.02205068,0.01120332,0.2338819,6.577595E+12,138.4226
1.75,242.8688,0.02373045,0.01089669,0.2747317,9.470388E+12,157.8647
2,268.5318,0.02445375,0.01062351,0.3116892,1.129232E+13,174.5457
2.25,305.247,0.02669947,0.01128439,0.3438945,1.286794E+13,198.4106
2.5,317.2751,0.02820707,0.01200052,0.3657027,1.222241E+13,206.2288
2.75,349.0026,0.03102778,0.01320057,0.402273,1.344465E+13,226.8516
3,380.7301,0.03384849,0.01440063,0.4388433,1.466689E+13,247.4745
3.25,412.4576,0.0366692,0.01560068,0.4754136,1.588913E+13,268.0974
3.5,444.1851,0.03948991,0.01680073,0.5119838,1.711137E+13,288.7202
3.75,475.9126,0.04231061,0.01800078,0.5485541,1.833361E+13,309.3431
4,507.6401,0.04513132,0.01920084,0.5851243,1.955585E+13,329.966
4.25,539.3676,0.04795203,0.02040089,0.6216946,2.077809E+13,350.5888
4.5,571.0951,0.05077274,0.02160094,0.6582648,2.200033E+13,371.2117
4.75,602.8226,0.05359345,0.02280099,0.6948351,2.322257E+13,391.8346
5,634.55,0.05641415,0.02400104,0.7314053,2.444481E+13,412.4574
5.25,666.2775,0.05923486,0.0252011,0.7679756,2.566705E+13,433.0803
5.5,698.005,0.06205557,0.02640115,0.8045458,2.688929E+13,453.7032
5.75,729.7325,0.06487627,0.0276012,0.8411161,2.811154E+13,474.326
6,761.46,0.06769698,0.02880125,0.8776863,2.933378E+13,494.9489
