cp_norm(drive),NOx,HC,CO,PM,PN,NO
[-],[g/h],[g/h],[g/h],[g/h],[#/h],[g/h]
Pdrive (Engine)= 37.68287,Extrapolation: Pe: -1.5 - -0.5; 2 - 6
idle,6.18872,2.642944,10.52585,1.747818,2.708147E+15,5.693605
-1.5,0,0,0,0,0,0
-1.25,0,0,0,0,0,0
-1,0,0,0,0,0,0
-0.75,0,0,0,0,0,0
-0.5,0,0,0,0,0,0
-0.25,10.20174,12.44205,37.2817,15.51646,9.454265E+15,9.385604
0,23.66911,14.80029,52.64781,17.86149,1.057165E+16,21.77559
0.25,58.82993,18.75902,76.57878,23.56659,1.465893E+16,54.12355
0.5,101.8349,16.98236,63.31128,30.87691,1.696001E+16,93.6881
0.75,155.0651,16.70418,63.08518,32.69396,1.781966E+16,142.6599
1,234.4149,17.43756,70.74889,36.03716,1.785124E+16,215.6617
1.25,331.0965,19.56527,105.7291,46.6116,1.977505E+16,304.6087
1.5,387.61,22.07635,160.151,53.7757,2.254865E+16,356.6012
1.75,423.4952,23.8761,175.9639,58.37059,2.475666E+16,389.6155
2,483.9945,27.28697,201.1016,66.70924,2.829333E+16,445.2748
2.25,544.4938,30.69784,226.2393,75.0479,3.182999E+16,500.9342
2.5,604.9932,34.10872,251.377,83.38655,3.536666E+16,556.5936
2.75,665.4925,37.51958,276.5147,91.7252,3.890332E+16,612.2529
3,725.9918,40.93045,301.6524,100.0639,4.243999E+16,667.9123
3.25,786.4911,44.34132,326.7901,108.4025,4.597665E+16,723.5717
3.5,846.9905,47.75219,351.9278,116.7412,4.951332E+16,779.231
3.75,907.4898,51.16306,377.0655,125.0798,5.304998E+16,834.8904
4,967.9891,54.57393,402.2032,133.4185,5.658665E+16,890.5497
4.25,1028.488,57.9848,427.3409,141.7571,6.012331E+16,946.2091
4.5,1088.988,61.39567,452.4785,150.0958,6.365998E+16,1001.868
4.75,1149.487,64.80654,477.6162,158.4344,6.719664E+16,1057.528
5,1209.986,68.21741,502.7539,166.7731,7.073331E+16,1113.187
5.25,1270.485,71.62829,527.8917,175.1117,7.426997E+16,1168.846
5.5,1330.985,75.03916,553.0294,183.4504,7.780664E+16,1224.506
5.75,1391.484,78.45004,578.1671,191.789,8.13433E+16,1280.165
6,1451.983,81.86091,603.3047,200.1277,8.487997E+16,1335.824
