cp_norm(drive),NOx,HC,CO,PM,PN,NO
[-],[g/h],[g/h],[g/h],[g/h],[#/h],[g/h]
Pdrive (Engine)= 28.12551,Extrapolation: Pe: -1.5 - -0.5; 2.5 - 6
idle,6.244822,1.283381,6.181413,0.6456706,1.944765E+15,5.74519
-1.5,0,0,0,0,0,0
-1.25,0,0,0,0,0,0
-1,0,0,0,0,0,0
-0.75,0,0,0,0,0,0
-0.5,0,0,0,0,0,0
-0.25,10.99423,6.155706,22.85536,7.715955,6.873653E+15,10.11469
0,23.22028,7.214583,30.90534,9.052038,7.606842E+15,21.36266
0.25,51.77878,9.238217,44.69854,12.9129,1.019561E+16,47.63649
0.5,82.11854,8.5659,40.97489,15.19522,1.159432E+16,75.54905
0.75,120.7614,8.074424,35.12094,17.54706,1.267211E+16,111.1004
1,167.8881,8.419379,36.11254,21.25402,1.297919E+16,154.457
1.25,246.3763,9.447612,49.54337,23.70432,1.361398E+16,226.6662
1.5,314.0829,9.619193,58.64434,26.60993,1.468482E+16,288.9562
1.75,354.0932,10.21957,73.31164,28.06748,1.640786E+16,325.7657
2,401.4698,10.94077,96.86886,34.22537,1.681722E+16,369.3522
2.25,428.1753,11.65146,103.2415,33.39343,1.816257E+16,393.9212
2.5,475.7504,12.94606,114.7128,37.10381,2.018064E+16,437.6902
2.75,523.3254,14.24067,126.184,40.81419,2.21987E+16,481.4592
3,570.9004,15.53527,137.6553,44.52457,2.421677E+16,525.2283
3.25,618.4754,16.82988,149.1266,48.23495,2.623483E+16,568.9973
3.5,666.0504,18.12449,160.5979,51.94533,2.825289E+16,612.7664
3.75,713.6254,19.41909,172.0692,55.65571,3.027096E+16,656.5354
4,761.2004,20.7137,183.5404,59.36609,3.228902E+16,700.3044
4.25,808.7755,22.0083,195.0117,63.07647,3.430708E+16,744.0735
4.5,856.3505,23.30291,206.483,66.78686,3.632515E+16,787.8425
4.75,903.9255,24.59751,217.9543,70.49724,3.834321E+16,831.6116
5,951.5005,25.89212,229.4256,74.20762,4.036127E+16,875.3806
5.25,999.0755,27.18672,240.8969,77.918,4.237934E+16,919.1497
5.5,1046.651,28.48133,252.3681,81.62838,4.43974E+16,962.9187
5.75,1094.226,29.77593,263.8394,85.33876,4.641546E+16,1006.688
6,1141.801,31.07054,275.3107,89.04914,4.843353E+16,1050.457
