cp_norm(rated),FC
[-],[g/h/kWrated]
Pdrive (Engine)= 156.3356,Extrapolation: Pe: -0.2
idle,5.71935525
-0.2,0
-0.1,0.014985863
0,5.4068655
0.1,27.0555875
0.2,43.4632425
0.3,65.046905
0.4,86.47999
0.5,107.7626
0.6,132.02695
0.7,150.550125
0.8000001,172.118025
0.9000001,193.1728
1,208.11635
