cp_norm(drive),NOx,HC,CO,PM,PN,NO
[-],[g/h],[g/h],[g/h],[g/h],[#/h],[g/h]
Pdrive (Engine)= 18.88599,Extrapolation: Pe: -1.5 - -1.25; 3 - 6
idle,0.7608726,2.327927,2.204514,0.005621672,3.260416E+12,0.7228372
-1.5,0,0,0,0,0,0
-1.25,0,0,0,0,0,0
-1,3.375221,0.08170801,2.247937,0.134616,3.626258E+13,3.20646
-0.75,1.220852,0.1194448,2.149451,0.01323958,9.630949E+12,1.159809
-0.5,4.141014,0.3960432,5.562718,0.02850423,1.569573E+13,3.933963
-0.25,8.260098,0.7200538,10.80205,0.04158562,1.686586E+13,7.847092
0,9.692441,1.292026,10.3359,0.03733265,1.496278E+13,9.207815
0.25,14.23964,2.602499,20.05398,0.04217905,2.020021E+13,13.52766
0.5,20.10767,5.105929,37.44357,0.09123407,3.227646E+13,19.10229
0.75,35.15073,8.30097,68.56133,0.2751341,6.534089E+13,33.39317
1,47.52063,11.97026,133.2125,0.5663198,1.203086E+14,45.14459
1.25,68.44296,17.58008,226.2955,1.126596,1.802691E+14,65.02081
1.5,70.67577,25.41479,359.4206,1.538959,3.113333E+14,67.14199
1.75,79.32821,25.03967,493.5132,2.74116,5.253329E+14,75.36179
2,90.37297,51.77795,1073.788,4.693938,9.043893E+14,85.85432
2.25,122.1496,70.6729,1614.606,10.14809,1.226155E+15,116.0421
2.5,101.0215,33.44123,2231.765,11.86328,1.264703E+15,95.97044
2.75,85.86957,41.75761,2149.188,9.838409,1.597254E+15,81.57609
3,93.6759,45.55376,2344.569,10.73281,1.742458E+15,88.9921
3.25,101.4822,49.34991,2539.95,11.62721,1.887663E+15,96.4081
3.5,109.2886,53.14605,2735.331,12.52161,2.032868E+15,103.8241
3.75,117.0949,56.9422,2930.712,13.41601,2.178073E+15,111.2401
4,124.9012,60.73835,3126.093,14.31041,2.323278E+15,118.6561
4.25,132.7075,64.53449,3321.473,15.20481,2.468483E+15,126.0721
4.5,140.5139,68.33064,3516.854,16.09921,2.613688E+15,133.4881
4.75,148.3202,72.12679,3712.235,16.99362,2.758892E+15,140.9041
5,156.1265,75.92294,3907.616,17.88802,2.904097E+15,148.3201
5.25,163.9328,79.71909,4102.997,18.78242,3.049302E+15,155.7361
5.5,171.7391,83.51524,4298.377,19.67682,3.194507E+15,163.1521
5.75,179.5455,87.31139,4493.758,20.57122,3.339712E+15,170.5681
6,187.3518,91.10754,4689.139,21.46562,3.484916E+15,177.9841
