cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 19.89288,
idle,9.164086535
-0.2,16.53403939
-0.1,16.07235965
0,28.28559017
0.1,44.67983808
0.2,62.71576262
0.3,79.98889092
0.4,101.30135
0.5,117.6189022
0.6,135.91191
0.7,160.6420329
0.8000001,185.8816032
0.9000001,200.1543984
1,202.4198787
