cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 27.46094,
idle,5.904631
-0.2,16.5015
-0.1,16.13376
0,29.84511
0.1,45.87297
0.2,61.23556
0.3,79.96349
0.4,95.65647
0.5,114.2369
0.6,130.8916
0.7,147.0565
0.8000001,160.9119
0.9000001,181.2995
1,190.0443
