cp_norm(drive),NOx,HC,CO,PM,PN,NO
[-],[g/h],[g/h],[g/h],[g/h],[#/h],[g/h]
Pdrive (Engine)= 36.18024,Extrapolation: Pe: -1.5 - -0.75; 2.75 - 6
idle,3.910508,0.1002846,0.0876438,0.1796957,3.823896E+14,2.150769
-1.5,0,0,0,0,0,0
-1.25,0,0,0,0,0,0
-1,0,0,0,0,0,0
-0.75,0,0,0,0,0,0
-0.5,18.58476,0.3980495,0.3314906,2.058557,2.253688E+15,10.22162
-0.25,13.22504,0.3638335,0.3394166,1.479304,2.035959E+15,7.273772
0,24.89647,0.4260376,0.3397897,1.657822,2.189037E+15,13.69306
0.25,51.16049,0.5729125,0.457287,2.142766,2.941422E+15,28.13827
0.5,69.78421,0.6211804,0.5917355,2.544651,3.349403E+15,38.38131
0.75,109.7697,0.7263401,0.7407959,3.007344,3.636222E+15,60.37333
1,135.8388,0.8133772,0.6187272,3.232754,3.845406E+15,74.71131
1.25,177.1263,0.9418344,0.7916269,3.137841,4.043625E+15,97.41946
1.5,217.1619,1.001269,0.8067988,3.751192,4.044947E+15,119.4391
1.75,246.9372,1.082164,0.7957564,4.361922,4.44023E+15,135.8155
2,275.0425,1.108801,0.7730211,4.80112,4.549823E+15,151.2734
2.25,310.2274,1.218925,0.8252671,5.292582,4.942627E+15,170.6251
2.5,323.2579,1.280586,0.8713882,5.682405,5.23786E+15,177.7919
2.75,355.5837,1.408645,0.958527,6.250646,5.761645E+15,195.5711
3,387.9095,1.536703,1.045666,6.818887,6.285431E+15,213.3503
3.25,420.2354,1.664762,1.132805,7.387127,6.809217E+15,231.1295
3.5,452.5612,1.79282,1.219943,7.955368,7.333003E+15,248.9086
3.75,484.887,1.920879,1.307082,8.523608,7.856789E+15,266.6878
4,517.2128,2.048937,1.394221,9.091848,8.380574E+15,284.467
4.25,549.5386,2.176996,1.48136,9.660089,8.90436E+15,302.2462
4.5,581.8644,2.305055,1.568498,10.22833,9.428146E+15,320.0254
4.75,614.1902,2.433113,1.655637,10.79657,9.951932E+15,337.8045
5,646.516,2.561172,1.742776,11.36481,1.047572E+16,355.5837
5.25,678.8418,2.689231,1.829915,11.93305,1.09995E+16,373.3629
5.5,711.1676,2.817289,1.917054,12.50129,1.152329E+16,391.1421
5.75,743.4934,2.945348,2.004192,13.06953,1.204708E+16,408.9212
6,775.8192,3.073407,2.091331,13.63777,1.257086E+16,426.7004
