cp_norm(rated),FC
[-],[g/h/kWrated]
Pdrive (Engine)= 232.3532,Extrapolation: Pe: -0.2; 1
idle,4.988434
-0.2,0
-0.1,0.00940159
0,4.942614
0.1,28.13381
0.2,47.72847
0.3,65.03443
0.4,84.80402
0.5,104.8876
0.6,125.5465
0.7,146.2763
0.8000001,163.2834
0.9000001,187.2504
1,208.056
