cp_norm(rated),FC
[-],[g/h/kWrated]
Pdrive (Engine)= 156.5131,Extrapolation: Pe: -0.2
idle,5.694789127
-0.2,0
-0.1,0.018627311
0,5.392352585
0.1,30.00743748
0.2,49.91035637
0.3,74.47404562
0.4,98.62420472
0.5,122.4298746
0.6,147.8800081
0.7,169.0841867
0.8000001,194.4882705
0.9000001,215.4890261
1,231.9424923
