cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 36.45247,
idle,0
-0.2,0
-0.1,0.1438615
0,3.805751
0.1,25.7916
0.2,46.61676
0.3,63.20922
0.4,83.83176
0.5,101.9174
0.6,128.2589
0.7,146.5356
0.8000001,169.6842
0.9000001,194.4577
1,214.197
