cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 20.43988,
idle,5.904622
-0.2,16.52651
-0.1,16.4225
0,30.73356
0.1,45.91714
0.2,62.1273
0.3,79.68866
0.4,98.38416
0.5,113.2722
0.6,131.2111
0.7,145.4209
0.8000001,161.4803
0.9000001,182.3104
1,189.7941
