cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 19.96915,
idle,10.39411
-0.2,18.7562
-0.1,18.33775
0,32.2489
0.1,50.69203
0.2,71.18246
0.3,90.86816
0.4,113.9392
0.5,133.3625
0.6,152.0042
0.7,181.4021
0.8000001,210.6944
0.9000001,225.6815
1,228.0452
