cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 20.32769,Extrapolation: Pe: 0.1
idle,0
-0.2,0
-0.1,0.03283546
0,5.199306
0.1,28.80302
0.2,69.07249
0.3,83.22807
0.4,104.4727
0.5,125.1027
0.6,151.1031
0.7,176.2162
0.8000001,200.2338
0.9000001,233.2007
1,288.0302
