cp_norm(drive),NOx,HC,CO,PM,PN,NO
[-],[g/h],[g/h],[g/h],[g/h],[#/h],[g/h]
Pdrive (Engine)= 36.05939,Extrapolation: Pe: -1.5 - -0.75; 2.5 - 6
idle,4.801753,0.1045189,0.3797597,0.1067039,8.977805E+13,3.12112
-1.5,0,0,0,0,0,0
-1.25,0,0,0,0,0,0
-1,0,0,0,0,0,0
-0.75,0,0,0,0,0,0
-0.5,12.22805,0.1465435,0.2489692,0.6331246,4.631252E+15,7.948233
-0.25,11.17469,0.130589,0.353267,0.486045,4.386733E+15,7.263545
0,18.38933,0.2963628,0.5283126,1.275686,4.96792E+15,11.95306
0.25,36.11953,0.681754,0.89254,2.859796,6.689158E+15,23.4777
0.5,64.95689,0.8361934,1.691781,3.996538,7.716867E+15,42.22197
0.75,112.084,0.8459652,1.884484,5.221608,8.44978E+15,72.85458
1,181.2082,1.127147,1.158422,7.674644,8.795594E+15,117.7853
1.25,236.6457,1.307189,1.201089,8.8436,8.826517E+15,153.8197
1.5,253.9869,1.334803,1.26761,9.521497,9.828726E+15,165.0915
1.75,297.1558,1.321383,1.395119,10.98568,1.065161E+16,193.1513
2,332.4281,1.427702,1.579795,12.13349,1.163957E+16,216.0783
2.25,333.9444,1.448835,1.606466,12.42059,1.199989E+16,217.0639
2.5,371.0493,1.609817,1.784963,13.80065,1.333321E+16,241.1821
2.75,408.1542,1.770798,1.963459,15.18072,1.466653E+16,265.3003
3,445.2592,1.93178,2.141955,16.56078,1.599985E+16,289.4185
3.25,482.3641,2.092762,2.320451,17.94085,1.733317E+16,313.5367
3.5,519.469,2.253743,2.498948,19.32092,1.866649E+16,337.6548
3.75,556.5739,2.414725,2.677444,20.70098,1.999981E+16,361.773
4,593.6788,2.575707,2.855941,22.08105,2.133313E+16,385.8912
4.25,630.7838,2.736688,3.034437,23.46111,2.266645E+16,410.0094
4.5,667.8887,2.89767,3.212933,24.84118,2.399977E+16,434.1276
4.75,704.9936,3.058652,3.39143,26.22124,2.53331E+16,458.2458
5,742.0985,3.219633,3.569926,27.60131,2.666642E+16,482.364
5.25,779.2034,3.380615,3.748422,28.98138,2.799974E+16,506.4822
5.5,816.3083,3.541597,3.926919,30.36144,2.933306E+16,530.6004
5.75,853.4133,3.702578,4.105415,31.74151,3.066638E+16,554.7186
6,890.5182,3.86356,4.283911,33.12157,3.19997E+16,578.8369
