cp_norm(rated),FC
[-],[g/h/kWrated]
Pdrive (Engine)= 232.8616,Extrapolation: Pe: -0.2
idle,9.463956
-0.2,0
-0.1,4.130362
0,11.17388
0.1,30.85619
0.2,49.14847
0.3,66.5498
0.4,86.51
0.5,105.9246
0.6,122.7042
0.7,139.5111
0.8000001,158.7535
0.9000001,178.5111
1,191.2116
