cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 33.65901,Extrapolation: Pe: 0.1
idle,0
-0.2,0
-0.1,0.03202653
0,5.059524
0.1,28.80304
0.2,68.08208
0.3,82.53207
0.4,104.3918
0.5,124.8311
0.6,151.6273
0.7,177.1575
0.8000001,200.8856
0.9000001,231.8206
1,288.0304
