cp_norm(drive),NOx,HC,CO,PM,PN,NO
[-],[g/h],[g/h],[g/h],[g/h],[#/h],[g/h]
Pdrive (Engine)= 19.25124,Extrapolation: Pe: -1.5 - -1.25; 3 - 6
idle,0.9606536,0.7930214,1.278488,0.00524537,3.260416E+12,0.9126211
-1.5,0,0,0,0,0,0
-1.25,0,0,0,0,0,0
-1,1.151377,0.04522442,2.023062,0.1233974,3.626259E+13,1.093808
-0.75,0.8160356,0.03915709,1.054711,0.0124034,9.721697E+12,0.7752339
-0.5,2.905738,0.1115089,2.476844,0.02644064,1.566861E+13,2.760451
-0.25,4.556311,0.2074146,4.887527,0.03809284,1.681529E+13,4.328495
0,5.550314,0.3932873,4.997904,0.03468726,1.496363E+13,5.272799
0.25,8.529455,0.7698352,9.987297,0.04299112,2.013926E+13,8.102982
0.5,10.68994,1.633811,18.73442,0.1068152,3.212653E+13,10.15545
0.75,13.91965,2.997493,41.1466,0.3680227,6.511565E+13,13.22366
1,18.84799,4.362571,87.56151,0.8578345,1.18088E+14,17.9056
1.25,28.00712,5.922098,150.9059,1.83415,1.725412E+14,26.60677
1.5,31.80822,8.473735,243.8368,2.553981,2.951596E+14,30.21781
1.75,33.72054,11.06309,414.0849,4.542624,4.966804E+14,32.03452
2,36.72085,21.03482,898.2961,7.642382,8.766748E+14,34.88481
2.25,39.45779,42.87453,1310.822,18.55494,1.255057E+15,37.48491
2.5,36.91754,25.33085,2838.131,21.12971,1.272346E+15,35.07166
2.75,46.47743,18.64065,3845.076,16.5564,1.583092E+15,44.15356
3,50.70265,20.33526,4194.628,18.06153,1.727009E+15,48.16751
3.25,54.92787,22.02986,4544.181,19.56665,1.870927E+15,52.18147
3.5,59.15309,23.72447,4893.733,21.07178,2.014844E+15,56.19543
3.75,63.37831,25.41907,5243.285,22.57691,2.158762E+15,60.20939
4,67.60353,27.11368,5592.837,24.08203,2.302679E+15,64.22335
4.25,71.82875,28.80828,5942.39,25.58716,2.446597E+15,68.23731
4.5,76.05397,30.50289,6291.942,27.09229,2.590514E+15,72.25127
4.75,80.27919,32.19749,6641.494,28.59741,2.734431E+15,76.26524
5,84.50441,33.89209,6991.046,30.10254,2.878349E+15,80.2792
5.25,88.72963,35.5867,7340.599,31.60767,3.022266E+15,84.29316
5.5,92.95485,37.2813,7690.151,33.1128,3.166184E+15,88.30712
5.75,97.18007,38.9759,8039.703,34.61792,3.310101E+15,92.32108
6,101.4053,40.67051,8389.256,36.12305,3.454018E+15,96.33504
