cp_norm(rated),FC
[-],[g/h/kWrated]
Pdrive (Engine)= 241.9065,Extrapolation: Pe: -0.2
idle,10.9141025
-0.2,0
-0.1,1.50423525
0,8.47023225
0.1,27.89963
0.2,46.8386875
0.3,67.9233
0.4,86.8202025
0.5,105.579675
0.6,124.2829
0.7,143.43205
0.8000001,163.837875
0.9000001,186.34525
1,198.076875
